# Agility obstacle definitions copied/adapted from RuneLite's BSD-2-Clause agility plugin data.
# Source files:
# - runelite-client/src/main/java/net/runelite/client/plugins/agility/Obstacles.java
# - runelite-client/src/main/java/net/runelite/client/game/AgilityShortcut.java
#
# Copyright notices from the source data:
# Copyright (c) 2018, SomeoneWithAnInternetConnection
# Copyright (c) 2019, MrGroggle
# All rights reserved. Redistribution is permitted under the BSD 2-Clause license.
#
# objectId	category	level	label	worldX	worldY	plane	source
22608	COURSE		Course obstacle				OBSTACLE_IDS
22609	COURSE		Course obstacle				OBSTACLE_IDS
22634	COURSE		Course obstacle				OBSTACLE_IDS
22635	COURSE		Course obstacle				OBSTACLE_IDS
22650	COURSE		Course obstacle				OBSTACLE_IDS
22651	COURSE		Course obstacle				OBSTACLE_IDS
22664	COURSE		Course obstacle				OBSTACLE_IDS
23131	COURSE		Course obstacle				OBSTACLE_IDS
23132	COURSE		Course obstacle				OBSTACLE_IDS
23134	COURSE		Course obstacle				OBSTACLE_IDS
23135	COURSE		Course obstacle				OBSTACLE_IDS
23137	COURSE		Course obstacle				OBSTACLE_IDS
23138	COURSE		Course obstacle				OBSTACLE_IDS
23139	COURSE		Course obstacle				OBSTACLE_IDS
23140	SHORTCUT	49	Pipe Squeeze				YANILLE_DUNGEON_PIPE_SQUEEZE
23144	COURSE		Course obstacle				OBSTACLE_IDS
23145	COURSE		Course obstacle				OBSTACLE_IDS
23274	SHORTCUT	20	Log Balance	2598	3475	0	COAL_TRUCKS_LOG_BALANCE
23542	COURSE		Course obstacle				OBSTACLE_IDS
23543	SHORTCUT	5	Climbing rocks				YANILLE_CLIMBING_ROCKS
23547	COURSE		Course obstacle				OBSTACLE_IDS
23548	SHORTCUT	40	Balancing Ledge				YANILLE_DUNGEON_BALANCE
23556	COURSE		Course obstacle				OBSTACLE_IDS
23557	COURSE		Course obstacle				OBSTACLE_IDS
23559	COURSE		Course obstacle				OBSTACLE_IDS
23560	COURSE		Course obstacle				OBSTACLE_IDS
23563	SHORTCUT	67	Pile of Rubble				YANILLE_DUNGEON_RUBBLE_CLIMB
23564	SHORTCUT	67	Pile of Rubble				YANILLE_DUNGEON_RUBBLE_CLIMB
23566	SHORTCUT	15	Monkey Bars				EDGEVILLE_DUNGEON_MONKEYBARS
23567	SHORTCUT	57	Monkey Bars				YANILLE_DUNGEON_MONKEY_BARS
23568	SHORTCUT	10	Rope				KARAMJA_MOSS_GIANT_SWING
23569	SHORTCUT	10	Rope				KARAMJA_MOSS_GIANT_SWING
23640	COURSE		Course obstacle				OBSTACLE_IDS
23644	SHORTCUT	1	Log Balance	2906	3050	0	KARAMJA_GLIDER_LOG
23645	SHORTCUT	30	Stepping Stones	2924	2946	0	SOUTHEAST_KARAMJA_STEPPING_STONES
23646	SHORTCUT	30	Stepping Stones	2924	2946	0	SOUTHEAST_KARAMJA_STEPPING_STONES
23647	SHORTCUT	30	Stepping Stones	2924	2946	0	SOUTHEAST_KARAMJA_STEPPING_STONES
24222	SHORTCUT	5	Crumbling Wall	2936	3357	0	FALADOR_CRUMBLING_WALL
25337	SHORTCUT	60	Ice Chunks	2262	4044	0	UNGAEL_ICE
26371	SHORTCUT	70	Rope Descent	2912	5300	0	GWD_SARADOMIN_ROPE_NORTH
26375	SHORTCUT	70	Rope Descent	2951	5267	0	GWD_SARADOMIN_ROPE_SOUTH
26382	SHORTCUT	60	Little Crack	2900	3712	0	GWD_LITTLE_CRACK
26400	SHORTCUT	60	Rocks	2928	3760	0	WILDERNESS_GWD_CLIMB_WEST
26400	SHORTCUT	60	Rocks	2943	3770	0	WILDERNESS_GWD_CLIMB_EAST
26401	SHORTCUT	60	Rocks	2928	3760	0	WILDERNESS_GWD_CLIMB_WEST
26401	SHORTCUT	60	Rocks	2943	3770	0	WILDERNESS_GWD_CLIMB_EAST
26402	SHORTCUT	60	Rocks	2928	3760	0	WILDERNESS_GWD_CLIMB_WEST
26402	SHORTCUT	60	Rocks	2943	3770	0	WILDERNESS_GWD_CLIMB_EAST
26404	SHORTCUT	60	Rocks	2928	3760	0	WILDERNESS_GWD_CLIMB_WEST
26404	SHORTCUT	60	Rocks	2943	3770	0	WILDERNESS_GWD_CLIMB_EAST
26405	SHORTCUT	60	Rocks	2928	3760	0	WILDERNESS_GWD_CLIMB_WEST
26405	SHORTCUT	60	Rocks	2943	3770	0	WILDERNESS_GWD_CLIMB_EAST
26406	SHORTCUT	60	Rocks	2928	3760	0	WILDERNESS_GWD_CLIMB_WEST
26406	SHORTCUT	60	Rocks	2943	3770	0	WILDERNESS_GWD_CLIMB_EAST
26561	SHORTCUT	70	Rope Descent	2912	5300	0	GWD_SARADOMIN_ROPE_NORTH
26562	SHORTCUT	70	Rope Descent	2951	5267	0	GWD_SARADOMIN_ROPE_SOUTH
26635	COURSE		Course obstacle				OBSTACLE_IDS
26880	SHORTCUT	87	Vine	2606	9584	0	BRIMHAVEN_DUNGEON_VINE_WEST
26880	SHORTCUT	87	Vine	2672	9582	0	BRIMHAVEN_DUNGEON_VINE_EAST
26882	SHORTCUT	87	Vine	2606	9584	0	BRIMHAVEN_DUNGEON_VINE_WEST
26882	SHORTCUT	87	Vine	2672	9582	0	BRIMHAVEN_DUNGEON_VINE_EAST
26884	SHORTCUT	79	Vine	2897	2939	0	KHARAZI_JUNGLE_VINE_CLIMB
26886	SHORTCUT	79	Vine	2897	2939	0	KHARAZI_JUNGLE_VINE_CLIMB
27984	SHORTCUT	73	Rock Climb	1742	3853	0	ARCEUUS_ESSENSE_MINE_WEST
27985	SHORTCUT	73	Rock Climb	1742	3853	0	ARCEUUS_ESSENSE_MINE_WEST
27987	SHORTCUT	52	Rock Climb	1770	3851	0	ARCEUUS_ESSENCE_MINE_EAST_SCRAMBLE
27988	SHORTCUT	52	Rock Climb	1770	3851	0	ARCEUUS_ESSENCE_MINE_EAST_SCRAMBLE
27990	SHORTCUT	49	Boulder	1774	3888	0	ARCEUUS_ESSENCE_MINE_BOULDER
28849	SHORTCUT	63	Loose Railing	2935	9811	0	TAVERLEY_DUNGEON_RAILING
28892	SHORTCUT	17	Crack	1645	10001	0	KOUREND_CATACOMBS_SOUTH_WEST_CRACK_SOUTH
28892	SHORTCUT	17	Crack	1647	10008	0	KOUREND_CATACOMBS_SOUTH_WEST_CRACK_NORTH
28892	SHORTCUT	34	Crack	1705	10077	0	KOUREND_CATACOMBS_NORTH_EAST_CRACK_SOUTH
28892	SHORTCUT	34	Crack	1715	10057	0	KOUREND_CATACOMBS_NORTH_EAST_CRACK_NORTH
28893	SHORTCUT	28	Stones	1609	10060	0	KOUREND_CATACOMBS_STONES_SOUTH
28893	SHORTCUT	28	Stones	1613	10071	0	KOUREND_CATACOMBS_STONES_NORTH
28912	COURSE		Course obstacle				OBSTACLE_IDS
29044	SHORTCUT	86	Rocks	3563	3380	0	DARKMEYER_WALL_ROCKS
29326	SHORTCUT	60	Gap	1629	4023	0	WINTERTODT_GAP
29728	SHORTCUT	45	Stepping Stones	1720	3551	0	KOUREND_RIVER_STEPPING_STONES
29729	SHORTCUT	40	Stepping Stones	1604	3572	0	KOUREND_LAKE_JUMP_WEST
29729	SHORTCUT	40	Stepping Stones	1612	3570	0	KOUREND_LAKE_JUMP_EAST
29730	SHORTCUT	40	Stepping Stones	1604	3572	0	KOUREND_LAKE_JUMP_WEST
29730	SHORTCUT	40	Stepping Stones	1612	3570	0	KOUREND_LAKE_JUMP_EAST
29868	SHORTCUT	60	Ice Chunks	2262	4044	0	UNGAEL_ICE
29869	SHORTCUT	60	Ice Chunks	2262	4044	0	UNGAEL_ICE
29870	SHORTCUT	60	Ice Chunks	2262	4044	0	UNGAEL_ICE
29993	SHORTCUT	1	Shortcut				GENERIC_SHORTCUT
30174	SHORTCUT	72	Tunnel	2431	9806	0	STRONGHOLD_SLAYER_CAVE_TUNNEL
30175	SHORTCUT	72	Tunnel	2431	9806	0	STRONGHOLD_SLAYER_CAVE_TUNNEL
30198	SHORTCUT	1	Shortcut				GENERIC_SHORTCUT
30606	SHORTCUT	1	Shortcut				GENERIC_SHORTCUT
30766	SHORTCUT	1	Shortcut				GENERIC_SHORTCUT
30767	SHORTCUT	1	Shortcut				GENERIC_SHORTCUT
30916	SHORTCUT	64	Rope	3780	3822	0	FOSSIL_ISLAND_VOLCANO
30917	SHORTCUT	64	Rope	3780	3822	0	FOSSIL_ISLAND_VOLCANO
30938	SHORTCUT	1	Shortcut				GENERIC_SHORTCUT
30939	SHORTCUT	1	Shortcut				GENERIC_SHORTCUT
30940	SHORTCUT	1	Shortcut				GENERIC_SHORTCUT
30941	SHORTCUT	1	Shortcut				GENERIC_SHORTCUT
30959	SHORTCUT	1	Shortcut				GENERIC_SHORTCUT
30960	SHORTCUT	1	Shortcut				GENERIC_SHORTCUT
30961	SHORTCUT	1	Shortcut				GENERIC_SHORTCUT
30962	SHORTCUT	1	Shortcut				GENERIC_SHORTCUT
30964	SHORTCUT	1	Shortcut				GENERIC_SHORTCUT
30966	SHORTCUT	1	Shortcut				GENERIC_SHORTCUT
31481	SHORTCUT	70	Hole	3712	3828	0	FOSSIL_ISLAND_HARDWOOD_NORTH
31481	SHORTCUT	70	Hole	3714	3816	0	FOSSIL_ISLAND_HARDWOOD_SOUTH
31482	SHORTCUT	70	Hole	3712	3828	0	FOSSIL_ISLAND_HARDWOOD_NORTH
31482	SHORTCUT	70	Hole	3714	3816	0	FOSSIL_ISLAND_HARDWOOD_SOUTH
31485	SHORTCUT	1	Shortcut				GENERIC_SHORTCUT
31561	SHORTCUT	75	Jump	3180	10209	0	REVENANT_CAVES_ANKOU_NORTH
31561	SHORTCUT	75	Jump	3199	10135	0	REVENANT_CAVES_DEMONS_JUMP
31561	SHORTCUT	75	Jump	3201	10195	0	REVENANT_CAVES_ANKOU_EAST
31561	SHORTCUT	65	Jump	3220	10086	0	REVENANT_CAVES_GREEN_DRAGONS
31561	SHORTCUT	89	Jump	3240	10144	0	REVENANT_CAVES_CHAMBER_JUMP
31695	SHORTCUT	18	Crevice	1710	9822	0	CRABCLAW_CAVES_CREVICE
31696	SHORTCUT	18	Crevice	1710	9822	0	CRABCLAW_CAVES_CREVICE
31697	SHORTCUT	18	Rocks	1687	9802	0	CRABCLAW_CAVES_ROCKS
31699	SHORTCUT	18	Stepping Stones	1704	9800	0	CRABCLAW_CAVES_STEPPING_STONES
31757	SHORTCUT	10	Rocks	2545	2871	0	CORSAIR_COVE_ROCKS
31758	SHORTCUT	30	Rocks	2486	2898	0	CORSAIR_COVE_RESOURCE_ROCKS
31759	SHORTCUT	30	Rocks	2486	2898	0	CORSAIR_COVE_RESOURCE_ROCKS
31809	SHORTCUT	15	Pillar Jump	1980	8996	0	CORSAIR_COVE_DUNGEON_PILLAR
31822	SHORTCUT	60	Ice Chunks	2262	4044	0	UNGAEL_ICE
31823	SHORTCUT	60	Ice Chunks	2262	4044	0	UNGAEL_ICE
31849	SHORTCUT	23	Grapple Rocks	2447	3155	0	OBSERVATORY_SCALE_CLIFF
31852	SHORTCUT	23	Grapple Rocks	2447	3155	0	OBSERVATORY_SCALE_CLIFF
31990	SHORTCUT	60	Ice Chunks	2262	4044	0	UNGAEL_ICE
33184	SHORTCUT	68	Shortcut				WEISS_OBSTACLES
33185	SHORTCUT	68	Shortcut				WEISS_OBSTACLES
33190	SHORTCUT	68	Shortcut				WEISS_OBSTACLES
33191	SHORTCUT	68	Shortcut				WEISS_OBSTACLES
33192	SHORTCUT	68	Shortcut				WEISS_OBSTACLES
33312	SHORTCUT	0	Shortcut				WEISS_FARMING_PATCH_BOULDER
33327	SHORTCUT	68	Shortcut				WEISS_OBSTACLES
33328	SHORTCUT	68	Shortcut				WEISS_OBSTACLES
33344	SHORTCUT	70	Window	3293	3158	0	AL_KHARID_WINDOW
33348	SHORTCUT	70	Window	3293	3158	0	AL_KHARID_WINDOW
34396	SHORTCUT	62	Rocks	1322	3791	0	MOUNT_KARUULM_UPPER
34397	SHORTCUT	29	Rocks	1324	3782	0	MOUNT_KARUULM_LOWER
34655	SHORTCUT	88	Pipe	1316	10214	0	MOUNT_KARUULM_PIPE_SOUTH
34655	SHORTCUT	88	Pipe	1345	10230	0	MOUNT_KARUULM_PIPE_NORTH
34741	SHORTCUT	69	Rock Climb	1759	3873	0	ARCEUUS_ESSENSE_NORTH
34834	SHORTCUT	63	Spiked Blades	1819	9946	0	FORTHOS_DUNGEON_SPIKED_BLADES
36221	COURSE		Course obstacle				OBSTACLE_IDS
36225	COURSE		Course obstacle				OBSTACLE_IDS
36227	COURSE		Course obstacle				OBSTACLE_IDS
36228	COURSE		Course obstacle				OBSTACLE_IDS
36229	COURSE		Course obstacle				OBSTACLE_IDS
36231	COURSE		Course obstacle				OBSTACLE_IDS
36232	COURSE		Course obstacle				OBSTACLE_IDS
36233	COURSE		Course obstacle				OBSTACLE_IDS
36234	COURSE		Course obstacle				OBSTACLE_IDS
36235	COURSE		Course obstacle				OBSTACLE_IDS
36236	COURSE		Course obstacle				OBSTACLE_IDS
36237	COURSE		Course obstacle				OBSTACLE_IDS
36238	COURSE		Course obstacle				OBSTACLE_IDS
36241	PORTAL		Portal				PORTAL_OBSTACLE_IDS
36242	PORTAL		Portal				PORTAL_OBSTACLE_IDS
36243	PORTAL		Portal				PORTAL_OBSTACLE_IDS
36244	PORTAL		Portal				PORTAL_OBSTACLE_IDS
36245	PORTAL		Portal				PORTAL_OBSTACLE_IDS
36246	PORTAL		Portal				PORTAL_OBSTACLE_IDS
36692	SHORTCUT	78	Tight Gap	3221	12441	0	IORWERTHS_DUNGEON_NORTHERN_SHORTCUT_EAST
36693	SHORTCUT	78	Tight Gap	3215	12441	0	IORWERTHS_DUNGEON_NORTHERN_SHORTCUT_WEST
36694	SHORTCUT	84	Tight Gap	3241	12420	0	IORWERTHS_DUNGEON_SOUTHERN_SHORTCUT_EAST
36695	SHORTCUT	84	Tight Gap	3231	12420	0	IORWERTHS_DUNGEON_SOUTHERN_SHORTCUT_WEST
38455	SEPULCHRE		Sepulchre obstacle				SEPULCHRE_OBSTACLE_IDS
38456	SEPULCHRE		Sepulchre obstacle				SEPULCHRE_OBSTACLE_IDS
38457	SEPULCHRE		Sepulchre obstacle				SEPULCHRE_OBSTACLE_IDS
38458	SEPULCHRE		Sepulchre obstacle				SEPULCHRE_OBSTACLE_IDS
38459	SEPULCHRE		Sepulchre obstacle				SEPULCHRE_OBSTACLE_IDS
38460	SEPULCHRE		Sepulchre obstacle				SEPULCHRE_OBSTACLE_IDS
38462	SEPULCHRE		Sepulchre obstacle				SEPULCHRE_OBSTACLE_IDS
38463	SEPULCHRE		Sepulchre obstacle				SEPULCHRE_OBSTACLE_IDS
38464	SEPULCHRE		Sepulchre obstacle				SEPULCHRE_OBSTACLE_IDS
38465	SEPULCHRE		Sepulchre obstacle				SEPULCHRE_OBSTACLE_IDS
38466	SEPULCHRE		Sepulchre obstacle				SEPULCHRE_OBSTACLE_IDS
38467	SEPULCHRE		Sepulchre obstacle				SEPULCHRE_OBSTACLE_IDS
38468	SEPULCHRE		Sepulchre obstacle				SEPULCHRE_OBSTACLE_IDS
38469	SEPULCHRE		Sepulchre obstacle				SEPULCHRE_OBSTACLE_IDS
38470	SEPULCHRE		Sepulchre obstacle				SEPULCHRE_OBSTACLE_IDS
38471	SEPULCHRE		Sepulchre obstacle				SEPULCHRE_OBSTACLE_IDS
38472	SEPULCHRE		Sepulchre obstacle				SEPULCHRE_OBSTACLE_IDS
38473	SEPULCHRE		Sepulchre obstacle				SEPULCHRE_OBSTACLE_IDS
38474	SEPULCHRE		Sepulchre obstacle				SEPULCHRE_OBSTACLE_IDS
38475	SEPULCHRE		Sepulchre obstacle				SEPULCHRE_OBSTACLE_IDS
38476	SEPULCHRE		Sepulchre obstacle				SEPULCHRE_OBSTACLE_IDS
38477	SEPULCHRE		Sepulchre obstacle				SEPULCHRE_OBSTACLE_IDS
39172	COURSE		Course obstacle				OBSTACLE_IDS
39173	COURSE		Course obstacle				OBSTACLE_IDS
39524	SEPULCHRE_SKILL		Sepulchre skill challenge				SEPULCHRE_SKILL_OBSTACLE_IDS
39525	SEPULCHRE_SKILL		Sepulchre skill challenge				SEPULCHRE_SKILL_OBSTACLE_IDS
39526	SEPULCHRE_SKILL		Sepulchre skill challenge				SEPULCHRE_SKILL_OBSTACLE_IDS
39527	SEPULCHRE_SKILL		Sepulchre skill challenge				SEPULCHRE_SKILL_OBSTACLE_IDS
39528	SEPULCHRE_SKILL		Sepulchre skill challenge				SEPULCHRE_SKILL_OBSTACLE_IDS
39533	SEPULCHRE_SKILL		Sepulchre skill challenge				SEPULCHRE_SKILL_OBSTACLE_IDS
39541	SHORTCUT	63	Wall (Long rope)	3669	3375	0	DARKMEYER_WALL
39542	SHORTCUT	63	Wall (Long rope)	3669	3375	0	DARKMEYER_WALL
40355	SHORTCUT	71	Rocks	2545	3032	0	GU_TANOTH_CRUMBLING_WALL
40356	SHORTCUT	71	Rocks	2545	3032	0	GU_TANOTH_CRUMBLING_WALL
40787	SHORTCUT	64	Bush	2656	7816	0	SANGVESTI_BUSH_WEST
40787	SHORTCUT	64	Bush	2666	7837	0	SANGVESTI_BUSH_EAST
40960	SHORTCUT	91	Rocks				VIYELDI_ROCK_CLIMB
40962	SHORTCUT	91	Rocks				VIYELDI_ROCK_CLIMB
42209	COURSE		Course obstacle				OBSTACLE_IDS
42211	COURSE		Course obstacle				OBSTACLE_IDS
42212	COURSE		Course obstacle				OBSTACLE_IDS
42213	COURSE		Course obstacle				OBSTACLE_IDS
42214	COURSE		Course obstacle				OBSTACLE_IDS
42215	COURSE		Course obstacle				OBSTACLE_IDS
42216	COURSE		Course obstacle				OBSTACLE_IDS
42217	COURSE		Course obstacle				OBSTACLE_IDS
42218	COURSE		Course obstacle				OBSTACLE_IDS
42219	COURSE		Course obstacle				OBSTACLE_IDS
42220	COURSE		Course obstacle				OBSTACLE_IDS
42221	COURSE		Course obstacle				OBSTACLE_IDS
42487	COURSE		Course obstacle				OBSTACLE_IDS
42506	SHORTCUT	72	Tunnel	3025	9570	0	ASGARNIA_ICE_DUNGEON_BASIC_NORTH
42507	SHORTCUT	72	Tunnel	3033	9559	0	ASGARNIA_ICE_DUNGEON_BASIC_SOUTH
43724	SHORTCUT	56	Rubble				TEMPLE_OF_EYE_RUBBLE
43726	SHORTCUT	56	Rubble				TEMPLE_OF_EYE_RUBBLE
43755	SHORTCUT	74	Cave	3623	9747	0	MEIYERDITCH_LAB_TUNNELS_NORTH
43756	SHORTCUT	74	Cave	3623	9747	0	MEIYERDITCH_LAB_TUNNELS_NORTH
43757	SHORTCUT	74	Cave	3618	9722	0	MEIYERDITCH_LAB_TUNNELS_SOUTH
43758	SHORTCUT	74	Cave	3618	9722	0	MEIYERDITCH_LAB_TUNNELS_SOUTH
43759	SHORTCUT	93	Cave	3499	9738	0	MEIYERDITCH_LAB_ADVANCED_TUNNELS_WEST
43762	SHORTCUT	93	Cave	3604	9708	0	MEIYERDITCH_LAB_ADVANCED_TUNNELS_EAST
43763	SHORTCUT	93	Cave	3604	9708	0	MEIYERDITCH_LAB_ADVANCED_TUNNELS_EAST
43840	SHORTCUT	93	Cave	3597	9704	0	MEIYERDITCH_LAB_ADVANCED_TUNNELS_MIDDLE
43989	SHORTCUT	62	Stepping Stones	3291	2700	0	NECROPOLIS_STEPPING_STONES_SOUTH
43990	SHORTCUT	62	Stepping Stone	3293	2706	0	NECROPOLIS_STEPPING_STONE_NORTH
44595	COURSE		Course obstacle				OBSTACLE_IDS
46815	SHORTCUT	1	Shortcut				WEISS_BROKEN_FENCE
47324	SHORTCUT	60	Ice Chunks	2262	4044	0	UNGAEL_ICE
47325	SHORTCUT	60	Ice Chunks	2262	4044	0	UNGAEL_ICE
47570	SHORTCUT	68	Rocks	2998	3484	0	ICE_MOUNTAIN_WESTERN_SCRAMBLE
47571	SHORTCUT	68	Rocks	2998	3484	0	ICE_MOUNTAIN_WESTERN_SCRAMBLE
51931	SHORTCUT	47	Rocks	1458	3129	0	RALOS_RISE_ROCK_CLIMB
53234	SHORTCUT	84	Rocks	2831	3252	0	CRANDOR_ROCK_CLIMB
53236	SHORTCUT	84	Rocks	2831	3252	0	CRANDOR_ROCK_CLIMB
53237	SHORTCUT	72	Stepping stone	3267	3628	0	CHAOS_TEMPLE_STEPPING_STONE
53238	SHORTCUT	79	Rocks	2870	3003	0	SHILO_VILLAGE_ROCKS
53240	SHORTCUT	79	Rocks	2870	3003	0	SHILO_VILLAGE_ROCKS
53241	SHORTCUT	71	Stepping stone	3371	2958	0	POLLNIVNEACH_STEPPING_STONE
53242	SHORTCUT	96	Crevice				VIYELDI_CAVES_CREVICE
53250	SHORTCUT	82	Tunnel	3012	9549	0	ASGARNIA_ICE_DUNGEON_ADEPT_WEST
53251	SHORTCUT	82	Tunnel	3022	9553	0	ASGARNIA_ICE_DUNGEON_ADEPT_EAST
53252	SHORTCUT	85	Rocks	2546	3750	0	WATERBIRTH_ISLAND_ROCKS
53254	SHORTCUT	85	Rocks	2546	3750	0	WATERBIRTH_ISLAND_ROCKS
53255	SHORTCUT	66	Climbing rocks	2945	3439	0	TAVERLEY_WALL_CLIMBING_ROCKS
53256	SHORTCUT	72	Dry stone wall	3544	3282	0	BARROWS_WALL_JUMP
53258	SHORTCUT	81	Crevice	2604	10070	0	WATERBIRTH_DUNGEON_CREVICE
53259	SHORTCUT	77	Crevice	3333	10119	0	WILDERNESS_SLAYER_CAVE_CREVICE_SOUTH_WEST
53259	SHORTCUT	77	Crevice	3341	10149	0	WILDERNESS_SLAYER_CAVE_CREVICE_NORTH_WEST
53259	SHORTCUT	77	Crevice	3433	10093	0	WILDERNESS_SLAYER_CAVE_CREVICE_NORTH_EAST
53259	SHORTCUT	77	Crevice	3434	10115	0	WILDERNESS_SLAYER_CAVE_CREVICE_SOUTH_EAST
54720	SHORTCUT	1	Shortcut				GENERIC_SHORTCUT
54721	SHORTCUT	1	Shortcut				GENERIC_SHORTCUT
54722	SHORTCUT	1	Shortcut				GENERIC_SHORTCUT
54775	SHORTCUT	54	Rocks	1340	2916	0	ALDARIN_ROCKS
54776	SHORTCUT	54	Rocks	1340	2916	0	ALDARIN_ROCKS
55178	COURSE		Course obstacle				OBSTACLE_IDS
55179	COURSE		Course obstacle				OBSTACLE_IDS
55180	COURSE		Course obstacle				OBSTACLE_IDS
55184	COURSE		Course obstacle				OBSTACLE_IDS
55186	COURSE		Course obstacle				OBSTACLE_IDS
55190	COURSE		Course obstacle				OBSTACLE_IDS
55191	COURSE		Course obstacle				OBSTACLE_IDS
55192	COURSE		Course obstacle				OBSTACLE_IDS
55194	COURSE		Course obstacle				OBSTACLE_IDS
55988	SHORTCUT	60	Tunnel	2989	9547	0	ASGARNIA_ICE_DUNGEON_TUNNEL_EAST
55989	SHORTCUT	60	Tunnel	2968	9549	0	ASGARNIA_ICE_DUNGEON_TUNNEL_WEST
56242	SHORTCUT	83	Chain	1436	10075	2	COF_SHORTCUT_TOP
56371	SHORTCUT	73	Platform Edge	1438	10098	2	COF_PLATFORM_TOP
56372	SHORTCUT	73	Jump	1443	10097	1	COF_PLATFORM_MID
56610	SHORTCUT	75	Jump				MOKHAIOTL_PIT_JUMP
56717	SHORTCUT	46	Stepping Stones				TONALI_CAVERN_STEPPING_STONE
56718	SHORTCUT	46	Log Balance				TONALI_CAVERN_LOG_BALANCE
56978	SHORTCUT	71	Rocks	1576	3251	0	PROUDSPIRE_UPPER_ROCKS
56980	SHORTCUT	71	Rocks	1576	3251	0	PROUDSPIRE_UPPER_ROCKS
56983	SHORTCUT	45	Rocks	1588	3260	0	PROUDSPIRE_LOWER_ROCKS
56985	SHORTCUT	76	Rocks	1477	3307	0	DARKFROST_CLIFF_SCRAMBLE
56986	SHORTCUT	76	Rocks	1477	3307	0	DARKFROST_CLIFF_SCRAMBLE
56988	SHORTCUT	36	Stepping Stones	1395	3309	0	NEMUS_RETREAT_STEPPING_STONES
56989	SHORTCUT	33	Tunnel	1367	3325	0	NEMUS_RETREAT_TUNNEL
56990	SHORTCUT	45	Log Balance	1401	3287	0	AUBURN_VALLEY_LOG_BALANCE_SOUTH
56991	SHORTCUT	45	Log Balance	1453	3332	0	AUBURN_VALLEY_LOG_BALANCE_NORTH
56994	SHORTCUT	41	Rocks	1393	3322	0	AUBURNVALE_ROCK_SCRAMBLE
56996	SHORTCUT	24	Broken Wall	1368	3295	0	NEMUS_RETREAT_WALL_SOUTH_WEST
56996	SHORTCUT	24	Broken Wall	1386	3302	0	NEMUS_RETREAT_WALL_SOUTH_EAST
56997	SHORTCUT	24	Broken Wall	1389	3309	0	NEMUS_RETREAT_WALL_EAST
57277	SHORTCUT	64	Stepping Stone	1372	9720	0	STALKER_DEN_STEEPING_STONE
57593	SHORTCUT	40	Log Balance	1283	3144	0	TLATI_RAINFORST_BALANCE
57604	SHORTCUT	43	Rocks	1271	3001	0	TLATI_RAINFORST_CLIFF_SCRAMBLE
57605	SHORTCUT	43	Rocks	1271	3001	0	TLATI_RAINFORST_CLIFF_SCRAMBLE
57666	SHORTCUT	86	Rocks	3563	3380	0	DARKMEYER_WALL_ROCKS
57667	SHORTCUT	74	Zipline	3764	3883	0	FOSSIL_ISLAND_ZIPLINE
57677	SHORTCUT	81	Ivy	3417	3533	0	SLAYER_TOWER_IVY
57678	SHORTCUT	81	Window	3419	3534	0	SLAYER_TOWER_TOP_WINDOW
57679	SHORTCUT	18	Window	3442	3532	0	SLAYER_TOWER_GROUND_WINDOW
57715	SHORTCUT	69	Bridge Jump	3504	3560	0	FENKENSTRAIN_MAUSOLEUM_BRIDGE
57716	SHORTCUT	69	Bridge Jump	3504	3560	0	FENKENSTRAIN_MAUSOLEUM_BRIDGE
57717	SHORTCUT	69	Bridge Jump	3504	3560	0	FENKENSTRAIN_MAUSOLEUM_BRIDGE
57718	SHORTCUT	69	Bridge Jump	3504	3560	0	FENKENSTRAIN_MAUSOLEUM_BRIDGE
57927	SHORTCUT	50	Rock Climb	3180	2433	0	GREAT_CONCH_CLIFF_SHORTCUT_TOWN
57928	SHORTCUT	50	Rock Climb	3180	2433	0	GREAT_CONCH_CLIFF_SHORTCUT_TOWN
57929	SHORTCUT	55	Rock Climb	3272	2330	0	GREAT_CONCH_CLIFF_SHORTCUT_SOUTHEAST_BOTTOM
57930	SHORTCUT	55	Rock Climb	3272	2330	0	GREAT_CONCH_CLIFF_SHORTCUT_SOUTHEAST_BOTTOM
57931	SHORTCUT	52	Rock Climb	3235	2388	0	GREAT_CONCH_CLIFF_SHORTCUT_EAST_1
57932	SHORTCUT	52	Rock Climb	3235	2388	0	GREAT_CONCH_CLIFF_SHORTCUT_EAST_1
57933	SHORTCUT	57	Rock Climb	3256	2397	0	GREAT_CONCH_CLIFF_SHORTCUT_EAST_2
57934	SHORTCUT	57	Rock Climb	3256	2397	0	GREAT_CONCH_CLIFF_SHORTCUT_EAST_2
57936	SHORTCUT	61	Stepping Stone	3208	2394	0	GREAT_CONCH_STEPPING_STONE
60120	SHORTCUT	83	Ledge	2901	10454	0	GRIMSTONE_SHORTCUT_SOUTH
60126	SHORTCUT	52	Rocks	2475	2729	0	ANGLERS_RETREAT_SHORTCUT
60127	SHORTCUT	61	Rocks	1152	2804	0	LAGUNA_AURORAE_SHORTCUT_1
60128	SHORTCUT	61	Rocks	1142	2803	0	LAGUNA_AURORAE_SHORTCUT_2
60146	SHORTCUT	84	Crevice	2081	9203	0	DEEPFIN_CAVE_SHORTCUT
60920	SHORTCUT	78	Rocks	2555	7821	0	CASTLE_DRAKAN_ROCKS_DOWN
60921	SHORTCUT	61	Rocks	2555	7821	0	CASTLE_DRAKAN_ROCKS_UP
