# OS Map Viewer core map tooltip locations.
# Generated from RuneLite core worldmap plugin location enums; no RuneLite runtime dependency is required.
# Columns: source	tooltip	x	y	z
RareTreeLocation	Teak tree - Level 35	1694	2989	0
RareTreeLocation	Teak tree - Level 35	1363	3143	0
RareTreeLocation	Teak tree - Level 35	1326	3169	0
RareTreeLocation	Teak tree - Level 35	1257	3009	0
RareTreeLocation	Swaying tree - Level 40	2738	3639	0
RareTreeLocation	Mature juniper tree - Level 42	1690	3524	0
RareTreeLocation	Maple tree - Level 45	1231	3704	0
RareTreeLocation	Maple tree - Level 45	1293	3756	0
RareTreeLocation	Maple tree - Level 45	1640	3496	0
RareTreeLocation	Maple tree - Level 45	1613	3494	0
RareTreeLocation	Maple tree - Level 45	1560	3636	0
RareTreeLocation	Maple tree - Level 45	1646	3590	0
RareTreeLocation	Maple tree - Level 45	2550	3869	0
RareTreeLocation	Maple tree - Level 45	2712	3382	0
RareTreeLocation	Maple tree - Level 45	2720	3465	0
RareTreeLocation	Maple tree - Level 45	2726	3501	0
RareTreeLocation	Maple tree - Level 45	2728	3481	0
RareTreeLocation	Maple tree - Level 45	2748	3466	0
RareTreeLocation	Maple tree - Level 45	2710	3570	0
RareTreeLocation	Maple tree - Level 45	2254	2808	0
RareTreeLocation	Maple tree - Level 45	2209	3427	0
RareTreeLocation	Maple tree - Level 45	3233	6179	0
RareTreeLocation	Maple tree - Level 45	1362	2862	0
RareTreeLocation	Maple tree - Level 45	1398	2856	0
RareTreeLocation	Maple tree - Level 45	1389	3381	0
RareTreeLocation	Maple tree - Level 45	1370	3344	0
RareTreeLocation	Maple tree - Level 45	1392	3339	0
RareTreeLocation	Maple tree - Level 45	1431	3352	0
RareTreeLocation	Maple tree - Level 45	2578	2199	0
RareTreeLocation	Maple tree - Level 45	2561	2191	0
RareTreeLocation	Mahogany tree - Level 50	1237	3770	0
RareTreeLocation	Mahogany tree - Level 50	2716	2710	0
RareTreeLocation	Mahogany tree - Level 50	2725	2735	0
RareTreeLocation	Mahogany tree - Level 50	3824	3053	0
RareTreeLocation	Mahogany tree - Level 50	2946	2908	0
RareTreeLocation	Mahogany tree - Level 50	3301	6129	0
RareTreeLocation	Mahogany tree - Level 50	1586	2786	0
RareTreeLocation	Mahogany tree - Level 50	1249	3077	0
RareTreeLocation	Mahogany tree - Level 50	1263	3002	0
RareTreeLocation	Teak/Mahogany trees - Level 50	2602	3895	0
RareTreeLocation	Teak/Mahogany trees - Level 50	3810	3058	0
RareTreeLocation	Teak/Mahogany trees - Level 50	2194	2991	0
RareTreeLocation	Teak/Mahogany trees - Level 50	2821	3084	0
RareTreeLocation	Yew tree - Level 60	1217	3688	0
RareTreeLocation	Yew tree - Level 60	1353	3731	0
RareTreeLocation	Yew tree - Level 60	1529	3452	0
RareTreeLocation	Yew tree - Level 60	1591	3421	0
RareTreeLocation	Yew tree - Level 60	1647	3508	0
RareTreeLocation	Yew tree - Level 60	1621	3512	0
RareTreeLocation	Yew tree - Level 60	1593	3491	0
RareTreeLocation	Yew tree - Level 60	1583	3499	0
RareTreeLocation	Yew tree - Level 60	1696	3554	0
RareTreeLocation	Yew tree - Level 60	1625	3677	0
RareTreeLocation	Yew tree - Level 60	1625	3669	0
RareTreeLocation	Yew tree - Level 60	1642	3683	0
RareTreeLocation	Yew tree - Level 60	1642	3663	0
RareTreeLocation	Yew tree - Level 60	1642	3533	0
RareTreeLocation	Yew tree - Level 60	1671	3657	0
RareTreeLocation	Yew tree - Level 60	1680	3657	0
RareTreeLocation	Yew tree - Level 60	1572	3618	0
RareTreeLocation	Yew tree - Level 60	1553	3551	0
RareTreeLocation	Yew tree - Level 60	1496	3582	0
RareTreeLocation	Yew tree - Level 60	1733	3119	0
RareTreeLocation	Yew tree - Level 60	1749	3106	0
RareTreeLocation	Yew tree - Level 60	1498	3245	0
RareTreeLocation	Yew tree - Level 60	1296	3409	0
RareTreeLocation	Yew tree - Level 60	1361	3320	0
RareTreeLocation	Yew tree - Level 60	1380	3323	0
RareTreeLocation	Yew tree - Level 60	1354	3289	0
RareTreeLocation	Yew tree - Level 60	1412	2992	0
RareTreeLocation	Yew tree - Level 60	2217	3141	0
RareTreeLocation	Yew tree - Level 60	3288	6066	0
RareTreeLocation	Yew tree - Level 60	3305	6032	0
RareTreeLocation	Yew tree - Level 60	2315	3610	0
RareTreeLocation	Yew tree - Level 60	2331	3514	0
RareTreeLocation	Yew tree - Level 60	2358	3510	0
RareTreeLocation	Yew tree - Level 60	2360	3471	0
RareTreeLocation	Yew tree - Level 60	2434	3432	0
RareTreeLocation	Yew tree - Level 60	2493	3396	0
RareTreeLocation	Yew tree - Level 60	2495	3490	0
RareTreeLocation	Yew tree - Level 60	2733	3334	0
RareTreeLocation	Yew tree - Level 60	2757	3431	0
RareTreeLocation	Yew tree - Level 60	2714	3460	0
RareTreeLocation	Yew tree - Level 60	2995	3312	0
RareTreeLocation	Yew tree - Level 60	3018	3316	0
RareTreeLocation	Yew tree - Level 60	3041	3320	0
RareTreeLocation	Yew tree - Level 60	3052	3272	0
RareTreeLocation	Yew tree - Level 60	2931	3231	0
RareTreeLocation	Yew tree - Level 60	3085	3481	0
RareTreeLocation	Yew tree - Level 60	3085	3469	0
RareTreeLocation	Yew tree - Level 60	3146	3255	0
RareTreeLocation	Yew tree - Level 60	3151	3231	0
RareTreeLocation	Yew tree - Level 60	3165	3220	0
RareTreeLocation	Yew tree - Level 60	3184	3227	0
RareTreeLocation	Yew tree - Level 60	3251	3364	0
RareTreeLocation	Yew tree - Level 60	3204	3504	0
RareTreeLocation	Yew tree - Level 60	3208	3500	0
RareTreeLocation	Yew tree - Level 60	3221	3503	0
RareTreeLocation	Yew tree - Level 60	3248	3473	0
RareTreeLocation	Yew tree - Level 60	3266	3494	0
RareTreeLocation	Yew tree - Level 60	3270	3471	0
RareTreeLocation	Yew tree - Level 60	3304	3470	0
RareTreeLocation	Yew tree - Level 60	3249	3202	0
RareTreeLocation	Yew tree - Level 60	3674	3447	0
RareTreeLocation	Yew tree - Level 60	3684	3385	0
RareTreeLocation	Yew tree - Level 60	2147	2972	0
RareTreeLocation	Yew tree - Level 60	2165	2863	0
RareTreeLocation	Yew tree - Level 60	2340	2762	0
RareTreeLocation	Yew tree - Level 60	2077	2707	0
RareTreeLocation	Yew tree - Level 60	1950	2786	0
RareTreeLocation	Yew tree - Level 60	1224	2781	0
RareTreeLocation	Yew tree - Level 60	3276	2339	0
RareTreeLocation	Yew tree - Level 60	2412	4464	0
RareTreeLocation	Yew tree - Level 60	2465	4427	0
RareTreeLocation	Yew tree - Level 60	2491	4426	0
RareTreeLocation	Yew tree - Level 60	2542	2184	0
RareTreeLocation	Yew/Jatoba trees - Level 60	3144	2520	0
RareTreeLocation	Willow/Yew trees - Level 60	2476	2707	0
RareTreeLocation	Maple/Yew trees - Level 60	2476	2893	0
RareTreeLocation	Maple/Yew trees - Level 60	1379	2876	0
RareTreeLocation	Maple/Yew trees - Level 60	2086	2737	0
RareTreeLocation	Maple/Yew trees - Level 60	2074	2723	0
RareTreeLocation	Maple/Yew trees - Level 60	2061	2720	0
RareTreeLocation	Maple/Yew trees - Level 60	1358	3302	0
RareTreeLocation	Blisterwood tree - Level 62	3631	3362	0
RareTreeLocation	Sulliuscep - Level 65	3662	3802	0
RareTreeLocation	Sulliuscep - Level 65	3662	3781	0
RareTreeLocation	Sulliuscep - Level 65	3677	3806	0
RareTreeLocation	Sulliuscep - Level 65	3677	3733	0
RareTreeLocation	Sulliuscep - Level 65	3682	3775	0
RareTreeLocation	Sulliuscep - Level 65	3682	3758	0
RareTreeLocation	Camphor tree - Level 66	3192	2487	0
RareTreeLocation	Camphor tree - Level 66	3204	2481	0
RareTreeLocation	Camphor/Mahogany trees - Level 66	3245	2397	0
RareTreeLocation	Camphor/Jatoba trees - Level 66	3109	2413	0
RareTreeLocation	Magic tree - Level 75	1373	3821	0
RareTreeLocation	Magic tree - Level 75	1389	3821	0
RareTreeLocation	Magic tree - Level 75	1610	3443	0
RareTreeLocation	Magic tree - Level 75	1578	3488	0
RareTreeLocation	Magic tree - Level 75	1685	3740	0
RareTreeLocation	Magic tree - Level 75	1681	3689	0
RareTreeLocation	Magic tree - Level 75	1751	3564	0
RareTreeLocation	Magic tree - Level 75	1796	3600	0
RareTreeLocation	Magic tree - Level 75	1394	3164	0
RareTreeLocation	Magic tree - Level 75	1323	2974	0
RareTreeLocation	Magic tree - Level 75	1455	3321	0
RareTreeLocation	Magic tree - Level 75	1387	3281	0
RareTreeLocation	Magic tree - Level 75	1328	3059	0
RareTreeLocation	Magic tree - Level 75	1328	3033	0
RareTreeLocation	Magic tree - Level 75	3355	3312	0
RareTreeLocation	Magic tree - Level 75	3368	3312	0
RareTreeLocation	Magic tree - Level 75	2284	3141	0
RareTreeLocation	Magic tree - Level 75	3229	6101	0
RareTreeLocation	Magic tree - Level 75	2371	3427	0
RareTreeLocation	Magic tree - Level 75	2432	3411	0
RareTreeLocation	Magic tree - Level 75	2490	3414	0
RareTreeLocation	Magic tree - Level 75	2704	3397	0
RareTreeLocation	Magic tree - Level 75	2695	3423	0
RareTreeLocation	Magic tree - Level 75	2443	2845	0
RareTreeLocation	Magic tree - Level 75	3043	2640	0
RareTreeLocation	Magic tree - Level 75	2090	3178	0
RareTreeLocation	Magic tree - Level 75	3175	3931	0
RareTreeLocation	Bloodwood tree - Level 77	2599	7780	0
RareTreeLocation	Bloodwood tree - Level 77	2696	7823	0
RareTreeLocation	Ironwood tree - Level 80	2223	2341	0
RareTreeLocation	Ironwood tree - Level 80	2221	2322	0
RareTreeLocation	Ironwood tree - Level 80	2205	2321	0
RareTreeLocation	Redwood tree - Level 90	1569	3493	0
RareTreeLocation	Redwood tree - Level 90	1569	3483	0
RareTreeLocation	Rosewood tree - Level 92	2152	3540	0
RareTreeLocation	Rosewood tree - Level 92	2136	3546	0
RareTreeLocation	Rosewood tree - Level 92	2149	3557	0
RunecraftingAltarLocation	Air Altar - Level 1	2985	3293	0
RunecraftingAltarLocation	Mind Altar - Level 2	2982	3514	0
RunecraftingAltarLocation	Water Altar - Level 5	3185	3165	0
RunecraftingAltarLocation	Earth Altar - Level 9	3306	3474	0
RunecraftingAltarLocation	Fire Altar - Level 14	3313	3255	0
RunecraftingAltarLocation	Body Altar - Level 20	3053	3445	0
RunecraftingAltarLocation	Cosmic Altar - Level 27	2408	4377	0
RunecraftingAltarLocation	Chaos Altar - Level 35	3060	3591	0
RunecraftingAltarLocation	Astral Altar - Level 40	2158	3864	0
RunecraftingAltarLocation	Nature Altar - Level 44	2869	3019	0
RunecraftingAltarLocation	Law Altar - Level 54	2858	3381	0
RunecraftingAltarLocation	Death Altar - Level 65	1860	4639	0
RunecraftingAltarLocation	Blood Altar - Level 77	1716	3827	0
RunecraftingAltarLocation	True Blood Altar - Level 77	3625	9717	0
RunecraftingAltarLocation	Soul Altar - Level 90	1814	3856	0
RunecraftingAltarLocation	Wrath Altar - Level 95	2446	2825	0
TransportationPointLocation	Ship to Sunset Coast	1443	2976	0
TransportationPointLocation	Ship to Brimhaven / Rimmington	2675	3275	0
TransportationPointLocation	Ship to Fishing Platform	2722	3304	0
TransportationPointLocation	Ship to Ardougne / Rimmington	2772	3234	0
TransportationPointLocation	Ship to Ardougne / Brimhaven	2915	3224	0
TransportationPointLocation	Ship to Keep Le Faye	2804	3421	0
TransportationPointLocation	Ship to Rimmington	2577	2839	0
TransportationPointLocation	Ship to Port Phasmatys	3791	3561	0
TransportationPointLocation	Ship to Fossil Island	3361	3448	0
TransportationPointLocation	Ship to Port Sarim	2833	3334	0
TransportationPointLocation	Ship to Ardougne	2779	3271	0
TransportationPointLocation	Ship to Port Phasmatys	3682	2951	0
TransportationPointLocation	Ship to Rellekka	2657	3988	0
TransportationPointLocation	Ship to Rellekka	2470	3994	0
TransportationPointLocation	Ship to Ape Atoll	2891	2726	0
TransportationPointLocation	Ship to Rellekka	2420	3780	0
TransportationPointLocation	Ship to Port Sarim/The Pandemonium	2954	3145	0
TransportationPointLocation	Ship to Port Khazard	2763	2957	0
TransportationPointLocation	Ship to Port Sarim/Port Piscarilius	1503	3398	0
TransportationPointLocation	Ship to Pirates' Cove	2137	3899	0
TransportationPointLocation	Ship to Rellekka	2579	3846	0
TransportationPointLocation	Ship to Rellekka	2310	3779	0
TransportationPointLocation	Ship to Port Sarim/Musa Point	3065	3003	0
TransportationPointLocation	Ship to Port Sarim	2659	2675	0
TransportationPointLocation	Ship to Lunar Isle	2223	3796	0
TransportationPointLocation	Ship to Rellekka	2212	3794	0
TransportationPointLocation	Ship to Dragontooth Island	3703	3487	0
TransportationPointLocation	Ship to Mos Le'Harmless	3709	3497	0
TransportationPointLocation	Ship to Port Sarim/Land's End	1823	3692	0
TransportationPointLocation	Ship to Great Kourend	3054	3244	0
TransportationPointLocation	Ship to Entrana	3046	3233	0
TransportationPointLocation	Ship to Musa Point/The Pandemonium	3029	3218	0
TransportationPointLocation	Ship to Crandor	3045	3205	0
TransportationPointLocation	Ship to Pest Control	3039	3201	0
TransportationPointLocation	Ship to Jatizso/Neitiznot	2639	3710	0
TransportationPointLocation	Ship to Miscellania	2627	3692	0
TransportationPointLocation	Ship to Pirates' Cove	2620	3695	0
TransportationPointLocation	Ship to Waterbirth	2618	3685	0
TransportationPointLocation	Ship to Weiss/Iceberg	2707	3735	0
TransportationPointLocation	Ship to Ungael	2638	3698	0
TransportationPointLocation	Ship to Corsair Cove	2909	3227	0
TransportationPointLocation	Ship to Aldarin	1492	2985	0
TransportationPointLocation	Ship to Rellekka	2549	3758	0
TransportationPointLocation	Ship to Rellekka	2847	3967	0
TransportationPointLocation	Ship to Rellekka	2276	4034	0
TransportationPointLocation	Rowboat to Molch/Molch Island/Shayzien	1383	3663	0
TransportationPointLocation	Rowboat to Port Phasmatys	2161	5117	0
TransportationPointLocation	Rowboat to Meiyerditch	3522	3168	0
TransportationPointLocation	Rowboat to Hosidius	1780	3417	0
TransportationPointLocation	Rowboat to North Custodia Pass	1281	3386	0
TransportationPointLocation	Rowboat to South Custodia Pass	1256	3395	0
TransportationPointLocation	Rowboat to Barge/Camp/North of Island	3759	3902	0
TransportationPointLocation	Rowboat to Hemenster	2598	3426	0
TransportationPointLocation	Rowboat to Fishing Colony	2368	3487	0
TransportationPointLocation	Rowboat to Gnome Stronghold	2356	3641	0
TransportationPointLocation	Rowboat to Fishing Guild	2613	3439	0
TransportationPointLocation	Rowboat to Crabclaw Isle	1779	3457	0
TransportationPointLocation	Rowboat to Mushroom Forest	3582	3973	0
TransportationPointLocation	Rowboat to Misthalin Mystery	3238	3141	0
TransportationPointLocation	Rowboat to Molch Island/Shayzien/Battlefront	1343	3646	0
TransportationPointLocation	Rowboat to Molch/Shayzien/Battlefront	1368	3641	0
TransportationPointLocation	Rowboat to Mort Myre	3518	3284	0
TransportationPointLocation	Rowboat to Mort'ton	3498	3380	0
TransportationPointLocation	Rowboat to Barge/Digsite/North of Island	3723	3807	0
TransportationPointLocation	Rowboat to Lithkren	3659	3849	0
TransportationPointLocation	Rowboat to Barge/Camp/Sea	3733	3894	0
TransportationPointLocation	Rowboat to Slepe	3670	3545	0
TransportationPointLocation	Rowboat to Braindeath Island	3680	3538	0
TransportationPointLocation	Rowboat to Molch/Molch Island/Battlefront	1405	3612	0
TransportationPointLocation	Rowboat to Port Phasmatys	3661	3279	0
TransportationPointLocation	Rowboat to The Stranglewood	1228	3470	0
TransportationPointLocation	Rowboat to Mount Quidamortem	1193	3452	0
TransportationPointLocation	Rowboat to Tal Teklan/Kastori	1398	3245	0
TransportationPointLocation	Rowboat to Kastori/Gloomthorn Trail	1258	3124	0
TransportationPointLocation	Rowboat to Tal Teklan/Gloomthorn Trail	1389	3074	0
TransportationPointLocation	Ogre Boat to Karamja	2653	2964	0
TransportationPointLocation	Ogre Boat to Feldip	2757	3085	0
TransportationPointLocation	Rowboat to The Summer Shore/Eastern Coast	3196	2532	0
TransportationPointLocation	Rowboat to The Summer Shore/Northern Coast	3264	2462	0
TransportationPointLocation	Rowboat to The Northern Coast/Eastern Coast	3190	2371	0
TransportationPointLocation	Rowboat to Isle of Souls	2320	2780	0
TransportationPointLocation	Rowboat to Tear of the Soul	2291	2796	0
TransportationPointLocation	Rowboat to Corsair Cove	2469	2725	0
TransportationPointLocation	Rowboat to Anglers' Retreat	2542	2843	0
TransportationPointLocation	Rowboat to Stonecutter Outpost	1876	2974	0
TransportationPointLocation	Rowboat to Vatrachos Island	1772	2962	0
TransportationPointLocation	Charter Ship	1455	2968	0
TransportationPointLocation	Charter Ship	2760	3238	0
TransportationPointLocation	Charter Ship	2791	3415	0
TransportationPointLocation	Charter Ship	1743	3136	0
TransportationPointLocation	Charter Ship	2589	2851	0
TransportationPointLocation	Charter Ship	1943	2753	0
TransportationPointLocation	Charter Ship	2954	3158	0
TransportationPointLocation	Charter Ship	2999	3032	0
TransportationPointLocation	Charter Ship	2673	3143	0
TransportationPointLocation	Charter Ship	3669	2931	0
TransportationPointLocation	Charter Ship	3702	3503	0
TransportationPointLocation	Charter Ship	3037	3191	0
TransportationPointLocation	Charter Ship	2805	2502	0
TransportationPointLocation	Charter Ship	2141	3123	0
TransportationPointLocation	Charter Ship	3061	2999	0
TransportationPointLocation	Charter Ship	2156	3331	0
TransportationPointLocation	Charter Ship	3180	6083	0
TransportationPointLocation	Charter Ship	3186	2367	0
TransportationPointLocation	Charter Ship	1513	2970	0
TransportationPointLocation	Ferry to Ruins of Unkah	3269	3142	0
TransportationPointLocation	Ferry to Al Kharid	3145	2843	0
TransportationPointLocation	Lovakengj Minecart Network - Arceuus	1673	3832	0
TransportationPointLocation	Lovakengj Minecart Network - Farming Guild	1219	3738	0
TransportationPointLocation	Minecart to Keldagrim	3139	3504	0
TransportationPointLocation	Lovakengj Minecart Network - Hosidius South	1805	3480	0
TransportationPointLocation	Lovakengj Minecart Network - Hosidius West	1656	3542	0
TransportationPointLocation	Minecart to Keldagrim	2995	9836	0
TransportationPointLocation	Keldagrim Minecart System	2908	10170	0
TransportationPointLocation	Lovakengj Minecart Network - Kingstown	1697	3658	0
TransportationPointLocation	Lovakengj Minecart Network - Kourend Woodland	1570	3464	0
TransportationPointLocation	Lovakengj Minecart Network - Lovakengj	1524	3725	0
TransportationPointLocation	Lovakengj Minecart Network - Mount Quidamortem	1253	3550	0
TransportationPointLocation	Lovakengj Minecart Network - Northern Tundras	1646	3930	0
TransportationPointLocation	Lovakengj Minecart Network - Port Piscarilius	1760	3708	0
TransportationPointLocation	Lovakengj Minecart Network - Shayzien East	1586	3622	0
TransportationPointLocation	Lovakengj Minecart Network - Shayzien West	1413	3579	0
TransportationPointLocation	Minecart to Keldagrim	2874	9870	0
TransportationPointLocation	Cart to Brimhaven	2833	2958	0
TransportationPointLocation	Cart to Shilo Village	2780	3214	0
TransportationPointLocation	Canoe	3111	3409	0
TransportationPointLocation	Canoe	3202	3344	0
TransportationPointLocation	Canoe	3130	3509	0
TransportationPointLocation	Canoe	3241	3238	0
TransportationPointLocation	Canoe	3155	3630	0
TransportationPointLocation	Canoe	2439	3137	0
TransportationPointLocation	Canoe	2484	3192	0
TransportationPointLocation	Canoe	2576	3262	0
TransportationPointLocation	Canoe	2572	3358	0
TransportationPointLocation	Canoe	2524	3409	0
TransportationPointLocation	Gnome Glider	3278	3213	0
TransportationPointLocation	Gnome Glider	2712	2804	0
TransportationPointLocation	Gnome Glider	2971	2974	0
TransportationPointLocation	Gnome Glider	2540	2969	0
TransportationPointLocation	Gnome Glider	2460	3502	0
TransportationPointLocation	Gnome Glider	2845	3501	0
TransportationPointLocation	Hot Air Balloon	3298	3480	0
TransportationPointLocation	Hot Air Balloon	2458	3108	0
TransportationPointLocation	Hot Air Balloon	2478	3459	0
TransportationPointLocation	Hot Air Balloon	2936	3422	0
TransportationPointLocation	Hot Air Balloon	2921	3301	0
TransportationPointLocation	Spirit Tree	2554	3259	0
TransportationPointLocation	Spirit Tree	2485	2850	0
TransportationPointLocation	Spirit Tree	2459	3446	0
TransportationPointLocation	Spirit Tree	2538	3166	0
TransportationPointLocation	Spirit Tree	3184	3510	0
TransportationPointLocation	Spirit Tree	1202	2787	0
TransportationPointLocation	Spirit Tree	3274	6124	0
TransportationPointLocation	Carpet to Bedabin/Pollnivneach/Uzer	3311	3107	0
TransportationPointLocation	Carpet to Shantay Pass	3183	3042	0
TransportationPointLocation	Carpet to Shantay Pass	3351	3001	0
TransportationPointLocation	Carpet to Nardah/Sophanem/Menaphos	3345	2943	0
TransportationPointLocation	Carpet to Pollnivneach	3399	2916	0
TransportationPointLocation	Carpet to Pollnivneach	3288	2814	0
TransportationPointLocation	Carpet to Pollnivneach	3244	2812	0
TransportationPointLocation	Carpet to Shantay Pass	3468	3111	0
TransportationPointLocation	Teleport to Library Archive	1623	3808	0
TransportationPointLocation	Teleport to Mos Le'Harmless	3784	2828	0
TransportationPointLocation	Teleport to Rune Essence	2681	3325	0
TransportationPointLocation	Teleport to Rune Essence	2592	3089	0
TransportationPointLocation	Teleport to Sorceress's Garden	3320	3141	0
TransportationPointLocation	Teleport to Prifddinas Library	3254	6082	2
TransportationPointLocation	Mountain Guide	1275	3559	0
TransportationPointLocation	Mountain Guide	1270	3477	0
TransportationPointLocation	Mountain Guide	1400	3538	0
TransportationPointLocation	Guide to Auburn Valley	1486	3230	0
TransportationPointLocation	Guide to Quetzacalli Gorge	1358	3310	0
TransportationPointLocation	Altar to Skotizo	1662	10047	0
TransportationPointLocation	Fairy Ring to Al Kharid	2483	4471	0
TransportationPointLocation	Fairy Ring to Shack	2451	4471	0
TransportationPointLocation	Mushtree	3674	3871	0
TransportationPointLocation	Mushtree	3676	3755	0
TransportationPointLocation	Mushtree	3757	3756	0
TransportationPointLocation	Portal to Guilds	2456	2856	0
TransportationPointLocation	Portal to Edgeville/Ferox Enclave	2204	2858	0
TransportationPointLocation	Teleporter - The Palace	2592	6424	0
TransportationPointLocation	Teleporter - The Plaza	2616	6417	0
TransportationPointLocation	Teleporter - The Cathedral	2651	6405	0
TransportationPointLocation	Teleporter - Western Residential District	2642	6434	0
TransportationPointLocation	Teleporter - Eastern Residential District	2690	6415	0
TransportationPointLocation	Teleporter - Northern Science District	2610	6379	0
TransportationPointLocation	Teleporter - Southern Science District	2598	6341	0
TransportationPointLocation	Railway Station	2941	10179	0
TransportationPointLocation	Wilderness Lever to Deserted Keep	2559	3309	0
TransportationPointLocation	Wilderness Lever to Deserted Keep	3088	3474	0
TransportationPointLocation	Wilderness Lever to Ardougne/Edgeville	3154	3924	0
TransportationPointLocation	Return Portal	2083	2732	0
TransportationPointLocation	Quetzal	1388	2899	0
TransportationPointLocation	Quetzal	1410	3363	0
TransportationPointLocation	Quetzal	1701	3037	0
TransportationPointLocation	Quetzal	1671	2933	0
TransportationPointLocation	Quetzal	1447	3108	0
TransportationPointLocation	Quetzal	1776	3111	0
TransportationPointLocation	Quetzal	1584	3055	0
TransportationPointLocation	Quetzal	1343	3020	0
TransportationPointLocation	Quetzal	1511	3222	0
TransportationPointLocation	Quetzal	1612	3302	0
TransportationPointLocation	Quetzal	1547	2997	0
TransportationPointLocation	Quetzal	1436	3169	0
TransportationPointLocation	Quetzal	1225	3089	0
TransportationPointLocation	Quetzal to Varrock	1699	3142	0
TransportationPointLocation	Quetzal to Varlamore	3279	3413	0
TeleportLocationData	Varrock - lvl 25	3213	3424	0
TeleportLocationData	Varrock GE - lvl 25	3164	3478	0
TeleportLocationData	Lumbridge - lvl 31	3222	3218	0
TeleportLocationData	Falador - lvl 37	2965	3381	0
TeleportLocationData	Camelot - lvl 45	2757	3477	0
TeleportLocationData	Camelot Bank - lvl 45	2726	3485	0
TeleportLocationData	Kourend - lvl 48	1643	3672	0
TeleportLocationData	Ardougne - lvl 51	2664	3306	0
TeleportLocationData	Civitas illa Fortis - lvl 54	1681	3133	0
TeleportLocationData	Watchtower - lvl 58	2547	3114	0
TeleportLocationData	Watchtower Yanille - lvl 58	2584	3097	0
TeleportLocationData	Trollheim - lvl 61	2891	3678	0
TeleportLocationData	Ape Atoll - lvl 64	2796	2791	0
TeleportLocationData	Ancient - Paddewwa - lvl 54	3097	9880	0
TeleportLocationData	Ancient - Senntisten - lvl 60	3319	3336	0
TeleportLocationData	Ancient - Kharyrll - lvl 66	3494	3473	0
TeleportLocationData	Ancient - Lassar - lvl 72	3002	3472	0
TeleportLocationData	Ancient - Dareeyak - lvl 78	2969	3695	0
TeleportLocationData	Ancient - Carrallanger - lvl 84	3157	3667	0
TeleportLocationData	Ancient - Annakarl - lvl 90	3288	3888	0
TeleportLocationData	Ancient - Ghorrock - lvl 96	2977	3872	0
TeleportLocationData	Lunar - Moonclan - lvl 69	2113	3915	0
TeleportLocationData	Lunar - Ourania - lvl 71	2468	3246	0
TeleportLocationData	Lunar - Waterbirth - lvl 72	2546	3755	0
TeleportLocationData	Lunar - Barbarian - lvl 75	2543	3568	0
TeleportLocationData	Lunar - Khazard - lvl 78	2636	3167	0
TeleportLocationData	Lunar - Fishing Guild - lvl 85	2612	3391	0
TeleportLocationData	Lunar - Catherby - lvl 87	2802	3449	0
TeleportLocationData	Lunar - Ice Plateau - lvl 89	2973	3939	0
TeleportLocationData	Arceuus - Arceuus Library - lvl 6	1632	3838	0
TeleportLocationData	Arceuus - Draynor Manor - lvl 17	3108	3352	0
TeleportLocationData	Arceuus - Battlefront - lvl 23	1349	3739	0
TeleportLocationData	Arceuus - Mind Altar - lvl 28	2979	3509	0
TeleportLocationData	Arceuus - Salve Graveyard - lvl 40	3433	3461	0
TeleportLocationData	Arceuus - Fenkenstrain's Castle - lvl 48	3548	3528	0
TeleportLocationData	Arceuus - West Ardougne - lvl 61	2500	3291	0
TeleportLocationData	Arceuus - Harmony Island - lvl 65	3797	2866	0
TeleportLocationData	Arceuus - Cemetery - lvl 71	2978	3763	0
TeleportLocationData	Arceuus - Barrows - lvl 83	3565	3315	0
TeleportLocationData	Arceuus - Ape Atoll - lvl 90	2770	2703	0
TeleportLocationData	Games Necklace - Barbarian Assault	2520	3571	0
TeleportLocationData	Games Necklace - Burthorpe Games Room	2898	3554	0
TeleportLocationData	Games Necklace - Tears of Guthix	3245	9500	0
TeleportLocationData	Games Necklace - Corporeal Beast	2967	4384	0
TeleportLocationData	Games Necklace - Wintertodt Camp	1624	3938	0
TeleportLocationData	Ring of Dueling - Emir's Arena	3315	3235	0
TeleportLocationData	Ring of Dueling - Ferox Enclave	3151	3636	0
TeleportLocationData	Ring of Dueling - Castle Wars	2441	3091	0
TeleportLocationData	Ring of Dueling - Fortis Colosseum	1793	3107	0
TeleportLocationData	Combat Bracelet - Warriors' Guild	2883	3549	0
TeleportLocationData	Combat Bracelet - Champions' Guild	3189	3368	0
TeleportLocationData	Combat Bracelet - Edgeville Monastery	3053	3487	0
TeleportLocationData	Combat Bracelet - Ranging Guild	2654	3441	0
TeleportLocationData	Skills Necklace - Fishing Guild	2613	3390	0
TeleportLocationData	Skills Necklace - Mining Guild	3049	9762	0
TeleportLocationData	Skills Necklace - Crafting Guild	2934	3294	0
TeleportLocationData	Skills Necklace - Cooking Guild	3145	3438	0
TeleportLocationData	Skills Necklace - Woodcutting Guild	1662	3505	0
TeleportLocationData	Skills Necklace - Farming Guild	1249	3717	0
TeleportLocationData	Amulet of Glory - Edgeville	3087	3496	0
TeleportLocationData	Amulet of Glory - Karamja	2918	3176	0
TeleportLocationData	Amulet of Glory - Draynor Village	3105	3251	0
TeleportLocationData	Amulet of Glory - Al-Kharid	3293	3163	0
TeleportLocationData	Ring of Wealth - Miscellania	2535	3862	0
TeleportLocationData	Ring of Wealth - Grand Exchange	3162	3480	0
TeleportLocationData	Ring of Wealth - Falador Park	2995	3375	0
